0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	-1.1314e-01	-1.5175e-01	1.7877e-01	2.3900e-02	5.2309e-01	9.9036e-02	-2.7282e-01	1.7759e-01	-1.9199e-01	-2.4814e-01	-5.2583e-01	1.9274e-01	2.9397e-01	-2.5924e-01	3.1840e-01	7.3771e-01	3.3252e-02	1.6047e-01	4.9430e-02	4.5264e-01	4.026412e-09	2.477320e-03	1.042801e-08	2.477320e-03	3.861152e-01	5.241931e-01	0	
0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	1.427901e-09	3.802833e-06	1.042801e-08	3.802833e-06	1.369295e-01	1.298482e-01	1	
4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	-1.2706e-01	-4.1094e-01	-2.0372e-01	4.6453e-01	-1.3325e+00	4.8352e-01	8.6772e-02	2.5709e-01	5.6696e-01	1.3444e+00	3.4816e-01	-1.4047e-01	-9.2811e-01	6.2702e-02	-5.8817e-01	-2.5106e-01	7.7124e-01	-5.2272e-01	5.9241e-01	4.3489e-01	2.480261e-10	6.285900e-06	1.427901e-09	6.285900e-06	1.736997e-01	6.517919e-01	0	
4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	7.6459e-01	-1.1421e-01	-9.3944e-01	3.6363e-01	-3.4721e-01	4.2812e-01	6.3066e-01	2.6833e-01	4.7970e-01	6.7428e-01	5.9247e-01	9.6433e-02	-9.8388e-01	-1.0307e-01	-8.8722e-01	-2.3569e-01	1.9439e-01	-3.2846e-01	9.6587e-01	-1.0553e+00	2.521205e-10	2.044342e-04	1.427901e-09	2.044342e-04	1.765671e-01	2.953516e-01	0	
4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	4.4606e-01	5.1014e-01	-5.4903e-01	1.8642e-01	-5.9142e-01	4.3222e-01	4.8098e-01	3.5226e-01	7.2408e-01	9.7872e-01	8.6364e-01	-3.8923e-01	-5.6870e-02	9.3489e-01	-9.4281e-01	-8.6087e-01	7.0526e-01	-3.0543e-01	7.0804e-01	1.7933e-01	2.220864e-10	3.633182e-05	1.427901e-09	3.633182e-05	1.555335e-01	9.156993e-01	0	
4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	1.0343e+00	-4.4177e-01	-9.4339e-01	9.4589e-01	-2.3305e-01	-1.6996e-01	5.7811e-01	-2.8091e-01	7.6957e-01	8.8155e-01	1.2561e+00	7.7268e-02	-7.9575e-01	4.7114e-01	-1.4188e+00	-7.9492e-01	4.0742e-01	6.3891e-02	1.5288e+00	1.0973e-01	1.994499e-11	2.535633e-06	1.427901e-09	2.535633e-06	1.396804e-02	6.980530e-01	0	
4.8460e-01	-3.1281e-01	-2.4679e-01	5.6220e-01	-4.6351e-01	4.6765e-02	7.8707e-01	1.0893e-01	4.4376e-01	5.3117e-01	2.7347e-01	-1.8066e-01	-3.5143e-01	2.8965e-01	-9.8546e-01	-1.6494e-01	1.5167e-01	-2.1728e-01	7.4444e-01	-4.3738e-02	6.0803e-01	2.1129e-01	-3.5551e-02	3.3049e-01	-6.9316e-01	1.3834e-01	7.3242e-01	2.8046e-01	-4.7750e-02	6.3261e-01	3.7262e-01	4.6262e-01	-7.9426e-01	9.1380e-01	-7.7538e-01	-2.7998e-01	6.0353e-01	-7.6827e-01	4.7388e-01	-3.5642e-01	5.606124e-10	4.097656e-04	1.427901e-09	4.097656e-04	3.926128e-01	3.767508e-01	1	
6.0803e-01	2.1129e-01	-3.5551e-02	3.3049e-01	-6.9316e-01	1.3834e-01	7.3242e-01	2.8046e-01	-4.7750e-02	6.3261e-01	3.7262e-01	4.6262e-01	-7.9426e-01	9.1380e-01	-7.7538e-01	-2.7998e-01	6.0353e-01	-7.6827e-01	4.7388e-01	-3.5642e-01	7.1841e-01	3.7066e-01	1.6776e-01	7.8295e-01	-4.3394e-01	4.9489e-01	1.3470e+00	6.4581e-01	-2.0424e-01	3.1082e-01	2.6492e-01	3.8725e-01	-1.0461e+00	1.0298e+00	-1.2934e+00	-1.3131e-01	6.2790e-01	-8.7357e-01	2.9953e-01	5.1477e-02	9.425650e-11	4.528002e-03	5.606124e-10	4.528002e-03	1.681313e-01	2.575549e-01	0	
6.0803e-01	2.1129e-01	-3.5551e-02	3.3049e-01	-6.9316e-01	1.3834e-01	7.3242e-01	2.8046e-01	-4.7750e-02	6.3261e-01	3.7262e-01	4.6262e-01	-7.9426e-01	9.1380e-01	-7.7538e-01	-2.7998e-01	6.0353e-01	-7.6827e-01	4.7388e-01	-3.5642e-01	4.6070e-01	7.6939e-01	-2.9907e-01	9.8000e-01	-8.9366e-01	2.4367e-01	7.5312e-01	6.6483e-01	-4.9236e-01	6.1311e-01	6.1967e-01	1.0408e+00	-7.8735e-01	1.0477e+00	-1.4030e+00	-5.2359e-01	1.0071e+00	-3.7927e-01	6.1145e-01	-7.8968e-01	2.686677e-11	2.725523e-04	5.606124e-10	2.725523e-04	4.792397e-02	8.475720e-01	0	
6.0803e-01	2.1129e-01	-3.5551e-02	3.3049e-01	-6.9316e-01	1.3834e-01	7.3242e-01	2.8046e-01	-4.7750e-02	6.3261e-01	3.7262e-01	4.6262e-01	-7.9426e-01	9.1380e-01	-7.7538e-01	-2.7998e-01	6.0353e-01	-7.6827e-01	4.7388e-01	-3.5642e-01	-2.2906e-01	-3.8504e-01	-8.4830e-01	8.0899e-02	4.4098e-01	3.6328e-02	8.4364e-01	4.9834e-01	1.2107e-01	2.8460e-01	1.3981e+00	6.0514e-01	-9.3458e-01	1.2074e+00	-4.5255e-01	1.4149e-01	1.0656e+00	-3.7866e-01	3.7784e-01	-4.7970e-01	1.341146e-10	1.019570e-07	5.606124e-10	1.019570e-07	2.392287e-01	8.563324e-01	0	
