3.0000e+00	3.0000e+00	3.0000e+00	2.9573e+00	3.3820e+00	3.3648e+00	9.152014e-09	4.125878e-01	8.704718e-08	4.125878e-01	1.051385e-01	4.496770e-02	1	
2.9573e+00	3.3820e+00	3.3648e+00	2.6567e+00	3.0323e+00	2.9296e+00	2.569244e-07	2.824686e-01	9.152014e-09	2.824686e-01	2.807299e+01	4.794468e-01	1	
2.6567e+00	3.0323e+00	2.9296e+00	2.3487e+00	2.8156e+00	3.0785e+00	6.688641e-07	5.943916e-01	2.569244e-07	5.943916e-01	2.603350e+00	6.991028e-01	1	
2.3487e+00	2.8156e+00	3.0785e+00	1.5907e+00	2.4400e+00	2.8059e+00	1.781836e-05	8.401315e-02	6.688641e-07	8.401315e-02	2.663973e+01	9.019566e-01	1	
1.5907e+00	2.4400e+00	2.8059e+00	1.7902e+00	2.1590e+00	2.7832e+00	2.585323e-05	6.834224e-01	1.781836e-05	6.834224e-01	1.450932e+00	5.072149e-01	1	
1.7902e+00	2.1590e+00	2.7832e+00	1.7799e+00	2.2126e+00	3.1219e+00	8.616754e-06	6.868910e-01	2.585323e-05	6.868910e-01	3.332951e-01	5.845493e-01	0	
1.7902e+00	2.1590e+00	2.7832e+00	1.8541e+00	2.6534e+00	1.8800e+00	5.754248e-05	3.564835e-02	2.585323e-05	3.564835e-02	2.225737e+00	8.560206e-01	1	
1.8541e+00	2.6534e+00	1.8800e+00	1.5676e+00	2.7250e+00	1.5754e+00	1.311271e-04	5.652600e-01	5.754248e-05	5.652600e-01	2.278787e+00	3.145394e-01	1	
1.5676e+00	2.7250e+00	1.5754e+00	1.0835e+00	2.9304e+00	1.2445e+00	2.222605e-04	2.969375e-01	1.311271e-04	2.969375e-01	1.695001e+00	5.684931e-01	1	
1.0835e+00	2.9304e+00	1.2445e+00	8.1214e-01	3.4557e+00	1.2400e+00	5.400681e-05	3.326825e-01	2.222605e-04	3.326825e-01	2.429888e-01	8.274536e-01	0	
1.0835e+00	2.9304e+00	1.2445e+00	1.0182e+00	3.4796e+00	1.1417e+00	4.627920e-05	3.689301e-01	2.222605e-04	3.689301e-01	2.082205e-01	1.854547e-01	1	
1.0182e+00	3.4796e+00	1.1417e+00	9.3390e-01	3.6918e+00	1.5565e+00	1.341881e-05	4.924305e-01	4.627920e-05	4.924305e-01	2.899534e-01	3.090782e-01	0	
1.0182e+00	3.4796e+00	1.1417e+00	8.7938e-01	3.6550e+00	1.4199e+00	1.977719e-05	6.662181e-01	4.627920e-05	6.662181e-01	4.273450e-01	6.756593e-01	0	
1.0182e+00	3.4796e+00	1.1417e+00	9.9980e-01	3.3585e+00	2.0024e+00	1.844034e-05	9.350757e-02	4.627920e-05	9.350757e-02	3.984585e-01	4.650110e-01	0	
1.0182e+00	3.4796e+00	1.1417e+00	1.4817e+00	3.6523e+00	1.4928e+00	8.820076e-06	3.142064e-01	4.627920e-05	3.142064e-01	1.905840e-01	4.138718e-01	0	
1.0182e+00	3.4796e+00	1.1417e+00	6.2126e-01	3.7653e+00	4.2286e-01	3.994848e-05	9.347721e-02	4.627920e-05	9.347721e-02	8.632060e-01	4.145268e-01	1	
6.2126e-01	3.7653e+00	4.2286e-01	5.0975e-01	3.7213e+00	5.6933e-01	4.665824e-05	8.870039e-01	3.994848e-05	8.870039e-01	1.167960e+00	1.700609e-01	1	
5.0975e-01	3.7213e+00	5.6933e-01	4.3303e-01	3.1614e+00	7.3653e-01	2.978290e-04	3.351331e-01	4.665824e-05	3.351331e-01	6.383204e+00	4.755372e-01	1	
4.3303e-01	3.1614e+00	7.3653e-01	-1.3141e-01	2.4744e+00	9.8855e-01	1.808170e-03	6.878257e-02	2.978290e-04	6.878257e-02	6.071169e+00	3.485606e-01	1	
-1.3141e-01	2.4744e+00	9.8855e-01	7.7926e-01	2.5036e+00	2.1674e+00	1.948463e-04	9.633625e-04	1.808170e-03	9.633625e-04	1.077588e-01	1.005619e-01	1	
7.7926e-01	2.5036e+00	2.1674e+00	7.3863e-01	2.1209e+00	1.4779e+00	1.710621e-03	1.413711e-01	1.948463e-04	1.413711e-01	8.779333e+00	5.973887e-01	1	
7.3863e-01	2.1209e+00	1.4779e+00	1.5170e+00	1.4414e+00	1.3492e+00	2.861572e-03	3.350384e-02	1.710621e-03	3.350384e-02	1.672827e+00	9.321363e-01	1	
1.5170e+00	1.4414e+00	1.3492e+00	1.6384e+00	1.7880e+00	1.4399e+00	1.189737e-03	6.343624e-01	2.861572e-03	6.343624e-01	4.157635e-01	5.251413e-01	0	
1.5170e+00	1.4414e+00	1.3492e+00	2.0987e+00	1.6440e+00	1.3850e+00	6.963777e-04	3.018342e-01	2.861572e-03	3.018342e-01	2.433550e-01	9.940680e-01	0	
1.5170e+00	1.4414e+00	1.3492e+00	1.9742e+00	1.3091e+00	1.0399e+00	2.235769e-03	3.625111e-01	2.861572e-03	3.625111e-01	7.813080e-01	5.356471e-02	1	
1.9742e+00	1.3091e+00	1.0399e+00	1.4595e+00	1.4676e+00	1.0785e+00	4.167516e-03	3.990344e-01	2.235769e-03	3.990344e-01	1.864019e+00	4.009056e-02	1	
1.4595e+00	1.4676e+00	1.0785e+00	1.9059e+00	8.9350e-01	1.9370e+00	1.061412e-03	1.899386e-02	4.167516e-03	1.899386e-02	2.546870e-01	8.349980e-01	0	
1.4595e+00	1.4676e+00	1.0785e+00	1.4126e+00	1.1991e+00	6.9069e-01	8.987494e-03	4.915646e-01	4.167516e-03	4.915646e-01	2.156559e+00	2.976629e-01	1	
1.4126e+00	1.1991e+00	6.9069e-01	1.3198e+00	1.5185e+00	8.0731e-01	6.056738e-03	6.728563e-01	8.987494e-03	6.728563e-01	6.739073e-01	1.542674e-01	1	
1.3198e+00	1.5185e+00	8.0731e-01	1.1356e+00	1.2772e+00	9.5792e-01	9.316659e-03	6.928565e-01	6.056738e-03	6.928565e-01	1.538231e+00	3.179510e-01	1	
1.1356e+00	1.2772e+00	9.5792e-01	7.8141e-01	9.9046e-01	1.1145e+00	1.539628e-02	4.802849e-01	9.316659e-03	4.802849e-01	1.652554e+00	1.275715e-01	1	
7.8141e-01	9.9046e-01	1.1145e+00	8.0735e-01	1.6109e+00	1.2872e+00	5.469190e-03	2.708355e-01	1.539628e-02	2.708355e-01	3.552280e-01	7.429778e-01	0	
7.8141e-01	9.9046e-01	1.1145e+00	8.0969e-01	6.6151e-01	5.1274e-01	3.222989e-02	2.276283e-01	1.539628e-02	2.276283e-01	2.093355e+00	9.238843e-01	1	
8.0969e-01	6.6151e-01	5.1274e-01	1.2593e+00	1.1316e+00	1.0526e-01	1.506344e-02	1.573881e-01	3.222989e-02	1.573881e-01	4.673749e-01	3.568900e-01	1	
1.2593e+00	1.1316e+00	1.0526e-01	1.3968e+00	1.0974e+00	4.8274e-01	1.166724e-02	5.969012e-01	1.506344e-02	5.969012e-01	7.745404e-01	7.480654e-01	1	
1.3968e+00	1.0974e+00	4.8274e-01	1.6979e+00	5.5436e-01	3.2219e-01	1.223024e-02	2.743738e-01	1.166724e-02	2.743738e-01	1.048254e+00	7.101135e-01	1	
1.6979e+00	5.5436e-01	3.2219e-01	2.3284e+00	-1.4012e-01	-3.9551e-01	3.865627e-03	1.268822e-02	1.223024e-02	1.268822e-02	3.160713e-01	4.331836e-01	0	
1.6979e+00	5.5436e-01	3.2219e-01	1.2956e+00	9.8326e-01	-3.5005e-02	1.690448e-02	2.259966e-01	1.223024e-02	2.259966e-01	1.382187e+00	5.564178e-01	1	
1.2956e+00	9.8326e-01	-3.5005e-02	1.1124e+00	8.7457e-01	1.9102e-01	2.291016e-02	7.338296e-01	1.690448e-02	7.338296e-01	1.355272e+00	6.647795e-01	1	
1.1124e+00	8.7457e-01	1.9102e-01	7.6646e-01	6.0824e-01	5.3136e-01	3.416014e-02	3.807903e-01	2.291016e-02	3.807903e-01	1.491048e+00	3.358861e-01	1	
7.6646e-01	6.0824e-01	5.3136e-01	1.3816e+00	8.2761e-01	-4.8975e-02	1.733820e-02	9.133860e-02	3.416014e-02	9.133860e-02	5.075563e-01	2.155617e-02	1	
1.3816e+00	8.2761e-01	-4.8975e-02	9.1886e-01	1.1131e+00	-3.2648e-02	2.239312e-02	3.935477e-01	1.733820e-02	3.935477e-01	1.291549e+00	2.634729e-01	1	
9.1886e-01	1.1131e+00	-3.2648e-02	7.1605e-01	7.0100e-01	1.0165e-02	3.842954e-02	5.102078e-01	2.239312e-02	5.102078e-01	1.716132e+00	4.881827e-01	1	
7.1605e-01	7.0100e-01	1.0165e-02	7.6651e-01	1.3703e+00	1.0157e-01	1.841558e-02	2.365091e-01	3.842954e-02	2.365091e-01	4.792036e-01	6.237669e-01	0	
7.1605e-01	7.0100e-01	1.0165e-02	5.0245e-01	6.5949e-01	1.1799e-01	4.471395e-02	8.251207e-01	3.842954e-02	8.251207e-01	1.163531e+00	6.864651e-01	1	
5.0245e-01	6.5949e-01	1.1799e-01	4.7694e-01	2.2724e-01	9.2628e-01	3.595942e-02	7.168272e-02	4.471395e-02	7.168272e-02	8.042102e-01	7.809652e-01	1	
4.7694e-01	2.2724e-01	9.2628e-01	3.8885e-02	9.1464e-01	1.0877e+00	2.311192e-02	1.146737e-01	3.595942e-02	1.146737e-01	6.427223e-01	7.856117e-01	0	
4.7694e-01	2.2724e-01	9.2628e-01	5.0047e-01	1.6053e-02	-2.6798e-02	5.599235e-02	5.040639e-02	3.595942e-02	5.040639e-02	1.557098e+00	4.318312e-01	1	
5.0047e-01	1.6053e-02	-2.6798e-02	6.0382e-01	5.9190e-02	8.3284e-01	3.734047e-02	9.475589e-02	5.599235e-02	9.475589e-02	6.668852e-01	2.912203e-01	1	
