3.0000e+00	3.0000e+00	3.0000e+00	3.1716e+00	2.8310e+00	4.7272e+00	1.060418e-10	1.152299e-02	8.704718e-08	1.152299e-02	1.218211e-03	8.305159e-01	0	
3.0000e+00	3.0000e+00	3.0000e+00	3.5054e+00	3.1000e+00	2.9714e+00	1.350154e-08	1.007207e-01	8.704718e-08	1.007207e-01	1.551060e-01	6.760176e-01	0	
3.0000e+00	3.0000e+00	3.0000e+00	3.7909e+00	3.6544e+00	3.2365e+00	3.217894e-10	5.211244e-02	8.704718e-08	5.211244e-02	3.696724e-03	3.273737e-01	0	
3.0000e+00	3.0000e+00	3.0000e+00	1.8021e+00	2.5507e+00	2.2230e+00	4.089234e-05	2.154180e-02	8.704718e-08	2.154180e-02	4.697722e+02	2.836107e-01	1	
1.8021e+00	2.5507e+00	2.2230e+00	1.4956e+00	3.2995e+00	1.5817e+00	2.568498e-05	5.392437e-02	4.089234e-05	5.392437e-02	6.281121e-01	2.579616e-01	1	
1.4956e+00	3.2995e+00	1.5817e+00	1.8530e+00	3.4506e+00	1.4150e+00	1.088490e-05	1.078777e-01	2.568498e-05	1.078777e-01	4.237845e-01	1.205101e-01	1	
1.8530e+00	3.4506e+00	1.4150e+00	7.1820e-01	2.9351e+00	1.1339e+00	3.473804e-04	3.463701e-02	1.088490e-05	3.463701e-02	3.191398e+01	2.666856e-01	1	
7.1820e-01	2.9351e+00	1.1339e+00	5.5471e-01	2.1554e+00	7.0434e-01	4.162953e-03	6.538631e-02	3.473804e-04	6.538631e-02	1.198384e+01	8.209190e-02	1	
5.5471e-01	2.1554e+00	7.0434e-01	1.1440e+00	2.3167e+00	3.0461e-01	2.152567e-03	8.176978e-02	4.162953e-03	8.176978e-02	5.170770e-01	6.330251e-01	0	
5.5471e-01	2.1554e+00	7.0434e-01	-1.3839e+00	3.1017e+00	-2.8972e-02	1.984175e-04	2.147961e-03	4.162953e-03	2.147961e-03	4.766269e-02	1.268510e-01	0	
5.5471e-01	2.1554e+00	7.0434e-01	7.5892e-01	2.7711e+00	7.3175e-01	7.832644e-04	8.921153e-02	4.162953e-03	8.921153e-02	1.881512e-01	2.846526e-01	0	
5.5471e-01	2.1554e+00	7.0434e-01	4.5174e-01	3.0456e-03	-1.2864e-01	5.686202e-02	1.917203e-03	4.162953e-03	1.917203e-03	1.365906e+01	1.111021e-01	1	
4.5174e-01	3.0456e-03	-1.2864e-01	-8.3135e-02	-4.1223e-01	4.4554e-01	5.262875e-02	6.699164e-02	5.686202e-02	6.699164e-02	9.255519e-01	8.583272e-01	1	
-8.3135e-02	-4.1223e-01	4.4554e-01	1.3585e+00	1.0327e+00	1.7080e+00	3.443003e-03	1.377831e-03	5.262875e-02	1.377831e-03	6.542056e-02	4.885584e-01	0	
-8.3135e-02	-4.1223e-01	4.4554e-01	1.8921e+00	-6.5097e-01	9.3390e-01	5.545132e-03	4.670999e-03	5.262875e-02	4.670999e-03	1.053632e-01	3.513478e-01	0	
-8.3135e-02	-4.1223e-01	4.4554e-01	9.2420e-01	-9.7160e-01	-8.0764e-01	1.864772e-02	1.288728e-02	5.262875e-02	1.288728e-02	3.543257e-01	5.261682e-01	0	
-8.3135e-02	-4.1223e-01	4.4554e-01	4.4621e-02	-7.7155e-01	6.0677e-01	3.918190e-02	1.084666e-01	5.262875e-02	1.084666e-01	7.444960e-01	1.206878e-01	1	
4.4621e-02	-7.7155e-01	6.0677e-01	7.5219e-01	-1.0170e+00	6.7737e-01	2.267924e-02	7.969970e-02	3.918190e-02	7.969970e-02	5.788194e-01	5.380529e-02	1	
7.5219e-01	-1.0170e+00	6.7737e-01	1.7462e+00	-3.5067e-01	-8.1994e-01	9.288567e-03	7.029407e-03	2.267924e-02	7.029407e-03	4.095625e-01	2.034237e-01	1	
1.7462e+00	-3.5067e-01	-8.1994e-01	1.4099e+00	-7.8828e-01	-6.5413e-01	1.390602e-02	9.567676e-02	9.288567e-03	9.567676e-02	1.497111e+00	3.970281e-01	1	
1.4099e+00	-7.8828e-01	-6.5413e-01	1.3671e+00	-3.1382e-01	-3.3786e-01	2.242471e-02	9.605506e-02	1.390602e-02	9.605506e-02	1.612591e+00	6.482636e-01	1	
1.3671e+00	-3.1382e-01	-3.3786e-01	9.2465e-01	1.5237e+00	-8.4321e-01	9.089332e-03	6.233902e-03	2.242471e-02	6.233902e-03	4.053265e-01	1.151527e-01	1	
