3.0000e+00	3.0000e+00	2.9185e+00	3.3975e+00	7.010133e-06	5.946146e-01	1.964128e-05	5.946146e-01	3.569082e-01	5.751750e-01	0	
3.0000e+00	3.0000e+00	2.8919e+00	3.5569e+00	4.350702e-06	3.638547e-01	1.964128e-05	3.638547e-01	2.215081e-01	4.968100e-01	0	
3.0000e+00	3.0000e+00	2.5714e+00	1.9352e+00	8.970382e-04	1.620628e-02	1.964128e-05	1.620628e-02	4.567107e+01	5.946776e-01	1	
2.5714e+00	1.9352e+00	3.1419e+00	1.6433e+00	2.963713e-04	2.756293e-01	8.970382e-04	2.756293e-01	3.303887e-01	5.878692e-01	0	
2.5714e+00	1.9352e+00	2.6101e+00	2.2855e+00	3.874938e-04	6.747838e-01	8.970382e-04	6.747838e-01	4.319702e-01	3.161920e-01	1	
2.6101e+00	2.2855e+00	2.8063e+00	2.3579e+00	1.925005e-04	8.675974e-01	3.874938e-04	8.675974e-01	4.967834e-01	9.065658e-01	0	
2.6101e+00	2.2855e+00	2.5888e+00	2.0324e+00	7.073469e-04	8.130610e-01	3.874938e-04	8.130610e-01	1.825441e+00	2.244483e-01	1	
2.5888e+00	2.0324e+00	2.4663e+00	2.3500e+00	4.807089e-04	6.925084e-01	7.073469e-04	6.925084e-01	6.795942e-01	6.388952e-01	1	
2.4663e+00	2.3500e+00	1.7240e+00	1.4334e+00	1.289027e-02	1.287734e-02	4.807089e-04	1.287734e-02	2.681514e+01	2.014099e-01	1	
1.7240e+00	1.4334e+00	1.5597e+00	1.4226e+00	1.714505e-02	9.138679e-01	1.289027e-02	9.138679e-01	1.330076e+00	3.180907e-01	1	
1.5597e+00	1.4226e+00	1.7404e+00	9.5543e-01	2.217630e-02	4.541129e-01	1.714505e-02	4.541129e-01	1.293452e+00	8.797797e-01	1	
1.7404e+00	9.5543e-01	1.5986e+00	1.0945e+00	2.436638e-02	8.793236e-01	2.217630e-02	8.793236e-01	1.098758e+00	6.876258e-01	1	
1.5986e+00	1.0945e+00	1.1469e+00	1.3008e+00	3.537752e-02	4.603977e-01	2.436638e-02	4.603977e-01	1.451899e+00	2.797807e-01	1	
1.1469e+00	1.3008e+00	1.3503e+00	1.3894e+00	2.436174e-02	8.529795e-01	3.537752e-02	8.529795e-01	6.886221e-01	9.890503e-01	0	
1.1469e+00	1.3008e+00	2.0956e+00	9.7205e-01	1.104141e-02	4.261703e-02	3.537752e-02	4.261703e-02	3.121024e-01	9.553519e-01	0	
1.1469e+00	1.3008e+00	1.1526e+00	1.5051e+00	2.639059e-02	8.730484e-01	3.537752e-02	8.730484e-01	7.459704e-01	2.822137e-01	1	
1.1526e+00	1.5051e+00	1.0741e+00	6.8118e-01	7.088034e-02	1.169739e-01	2.639059e-02	1.169739e-01	2.685819e+00	5.749237e-01	1	
1.0741e+00	6.8118e-01	1.2906e+00	2.7293e-01	6.667483e-02	5.104193e-01	7.088034e-02	5.104193e-01	9.406675e-01	9.130786e-02	1	
1.2906e+00	2.7293e-01	1.5692e+00	4.6052e-02	4.641563e-02	6.644984e-01	6.667483e-02	6.644984e-01	6.961492e-01	7.793034e-02	1	
1.5692e+00	4.6052e-02	2.0772e+00	-1.8838e-01	1.808021e-02	3.740293e-01	4.641563e-02	3.740293e-01	3.895284e-01	9.364492e-01	0	
1.5692e+00	4.6052e-02	1.1362e+00	1.5867e-01	8.241505e-02	5.322197e-01	4.641563e-02	5.322197e-01	1.775588e+00	9.106583e-01	1	
1.1362e+00	1.5867e-01	1.0171e+00	5.0607e-01	8.347891e-02	6.525908e-01	8.241505e-02	6.525908e-01	1.012909e+00	4.590730e-01	1	
1.0171e+00	5.0607e-01	1.3825e+00	2.9396e-01	5.861929e-02	5.694496e-01	8.347891e-02	5.694496e-01	7.022048e-01	5.521711e-01	1	
1.3825e+00	2.9396e-01	1.7101e+00	3.5708e-01	3.460296e-02	7.024709e-01	5.861929e-02	7.024709e-01	5.902998e-01	6.234274e-01	0	
1.3825e+00	2.9396e-01	2.7045e+00	8.0804e-01	2.963248e-03	1.849493e-03	5.861929e-02	1.849493e-03	5.055074e-02	4.148746e-01	0	
1.3825e+00	2.9396e-01	1.2087e+00	4.9126e-01	6.794847e-02	8.014657e-01	5.861929e-02	8.014657e-01	1.159148e+00	2.936651e-01	1	
1.2087e+00	4.9126e-01	1.1423e+00	1.3444e+00	3.357377e-02	1.009091e-01	6.794847e-02	1.009091e-01	4.941063e-01	4.439083e-02	1	
1.1423e+00	1.3444e+00	1.5161e+00	1.6890e+00	1.211083e-02	4.434321e-01	3.357377e-02	4.434321e-01	3.607231e-01	5.046219e-02	1	
1.5161e+00	1.6890e+00	1.6588e+00	1.8141e+00	7.756560e-03	8.888797e-01	1.211083e-02	8.888797e-01	6.404645e-01	9.165726e-01	0	
1.5161e+00	1.6890e+00	1.2395e+00	2.0971e+00	8.189644e-03	4.654397e-01	1.211083e-02	4.654397e-01	6.762246e-01	7.306027e-01	0	
1.5161e+00	1.6890e+00	1.3723e+00	1.2286e+00	2.918120e-02	4.806933e-01	1.211083e-02	4.806933e-01	2.409512e+00	3.676031e-01	1	
1.3723e+00	1.2286e+00	1.5790e+00	1.0636e+00	2.598855e-02	7.995401e-01	2.918120e-02	7.995401e-01	8.905922e-01	5.146823e-01	1	
1.5790e+00	1.0636e+00	2.1044e+00	1.0861e+00	9.637679e-03	4.190339e-01	2.598855e-02	4.190339e-01	3.708433e-01	2.276431e-02	1	
2.1044e+00	1.0861e+00	2.4039e+00	1.2416e+00	4.095268e-03	6.970050e-01	9.637679e-03	6.970050e-01	4.249227e-01	3.809920e-01	1	
2.4039e+00	1.2416e+00	1.5560e+00	1.6337e+00	1.248765e-02	6.507461e-02	4.095268e-03	6.507461e-02	3.049287e+00	6.259436e-01	1	
1.5560e+00	1.6337e+00	1.4020e+00	1.8359e+00	1.104347e-02	8.129344e-01	1.248765e-02	8.129344e-01	8.843515e-01	2.936873e-01	1	
1.4020e+00	1.8359e+00	1.5725e+00	1.9160e+00	7.374110e-03	8.903393e-01	1.104347e-02	8.903393e-01	6.677349e-01	4.045201e-01	1	
1.5725e+00	1.9160e+00	1.3862e+00	2.4257e+00	3.212321e-03	3.962923e-01	7.374110e-03	3.962923e-01	4.356215e-01	5.476597e-01	0	
1.5725e+00	1.9160e+00	1.0932e+00	1.6644e+00	2.191604e-02	3.981129e-01	7.374110e-03	3.981129e-01	2.972025e+00	1.453426e-01	1	
1.0932e+00	1.6644e+00	1.0735e+00	1.7194e+00	2.039815e-02	9.841724e-01	2.191604e-02	9.841724e-01	9.307409e-01	7.163826e-01	1	
1.0735e+00	1.7194e+00	1.4172e+00	1.9745e+00	8.299610e-03	5.610917e-01	2.039815e-02	5.610917e-01	4.068805e-01	3.810585e-01	1	
1.4172e+00	1.9745e+00	1.2793e+00	2.7947e+00	1.414006e-03	1.145243e-01	8.299610e-03	1.145243e-01	1.703702e-01	3.229419e-01	0	
1.4172e+00	1.9745e+00	1.9756e+00	1.7977e+00	4.492816e-03	3.404747e-01	8.299610e-03	3.404747e-01	5.413286e-01	4.877723e-01	1	
1.9756e+00	1.7977e+00	2.8439e+00	1.4941e+00	9.137462e-04	7.071689e-02	4.492816e-03	7.071689e-02	2.033794e-01	1.693412e-01	1	
2.8439e+00	1.4941e+00	3.3859e+00	1.3718e+00	2.012193e-04	3.789957e-01	9.137462e-04	3.789957e-01	2.202136e-01	2.648717e-01	0	
2.8439e+00	1.4941e+00	2.4465e+00	2.3451e+00	5.104330e-04	6.317872e-02	9.137462e-04	6.317872e-02	5.586158e-01	6.470407e-01	0	
2.8439e+00	1.4941e+00	3.3085e+00	1.2973e+00	2.880419e-04	4.488909e-01	9.137462e-04	4.488909e-01	3.152319e-01	4.381745e-01	0	
2.8439e+00	1.4941e+00	3.0206e+00	2.0536e+00	2.017415e-04	3.392414e-01	9.137462e-04	3.392414e-01	2.207851e-01	9.586426e-01	0	
2.8439e+00	1.4941e+00	2.7070e+00	1.3842e+00	1.565230e-03	9.033413e-01	9.137462e-04	9.033413e-01	1.712981e+00	3.322158e-01	1	
2.7070e+00	1.3842e+00	2.1330e+00	1.9380e+00	2.502445e-03	1.362466e-01	1.565230e-03	1.362466e-01	1.598771e+00	4.822521e-01	1	
2.1330e+00	1.9380e+00	2.5300e+00	1.5262e+00	2.023286e-03	3.578218e-01	2.502445e-03	3.578218e-01	8.085237e-01	4.239247e-01	1	
2.5300e+00	1.5262e+00	2.9787e+00	1.4150e+00	6.923705e-04	5.101022e-01	2.023286e-03	5.101022e-01	3.422010e-01	7.286038e-02	1	
2.9787e+00	1.4150e+00	2.4875e+00	1.6853e+00	1.743621e-03	3.724302e-01	6.923705e-04	3.724302e-01	2.518334e+00	6.646063e-01	1	
2.4875e+00	1.6853e+00	2.7100e+00	1.1782e+00	2.021162e-03	3.815548e-01	1.743621e-03	3.815548e-01	1.159176e+00	4.884809e-01	1	
2.7100e+00	1.1782e+00	3.6173e+00	1.2879e+00	1.000666e-04	7.314719e-02	2.021162e-03	7.314719e-02	4.950946e-02	9.121909e-01	0	
2.7100e+00	1.1782e+00	2.4921e+00	2.2031e+00	6.299864e-04	3.220036e-02	2.021162e-03	3.220036e-02	3.116951e-01	1.962951e-01	1	
2.4921e+00	2.2031e+00	2.4071e+00	2.1117e+00	9.448088e-04	9.474794e-01	6.299864e-04	9.474794e-01	1.499729e+00	5.381770e-01	1	
2.4071e+00	2.1117e+00	1.9622e+00	1.6215e+00	6.235402e-03	2.528636e-01	9.448088e-04	2.528636e-01	6.599644e+00	3.952581e-01	1	
1.9622e+00	1.6215e+00	1.9531e+00	1.2301e+00	1.108901e-02	6.162005e-01	6.235402e-03	6.162005e-01	1.778396e+00	4.387416e-01	1	
1.9531e+00	1.2301e+00	2.1267e+00	1.2096e+00	7.979870e-03	9.041431e-01	1.108901e-02	9.041431e-01	7.196197e-01	5.474846e-01	1	
2.1267e+00	1.2096e+00	2.0469e+00	1.0736e+00	1.100789e-02	9.204127e-01	7.979870e-03	9.204127e-01	1.379457e+00	9.976649e-02	1	
2.0469e+00	1.0736e+00	1.8758e+00	1.4242e+00	9.938865e-03	6.182906e-01	1.100789e-02	6.182906e-01	9.028855e-01	4.733833e-01	1	
1.8758e+00	1.4242e+00	2.3225e+00	1.2308e+00	5.030799e-03	4.744396e-01	9.938865e-03	4.744396e-01	5.061744e-01	6.685146e-01	0	
1.8758e+00	1.4242e+00	2.4670e+00	1.3345e+00	3.115757e-03	3.254607e-01	9.938865e-03	3.254607e-01	3.134922e-01	6.785092e-01	0	
1.8758e+00	1.4242e+00	2.1184e+00	1.2841e+00	7.400399e-03	7.783272e-01	9.938865e-03	7.783272e-01	7.445919e-01	4.274344e-01	1	
2.1184e+00	1.2841e+00	2.3507e+00	1.8674e+00	1.756639e-03	2.902183e-01	7.400399e-03	2.902183e-01	2.373709e-01	6.884423e-01	0	
2.1184e+00	1.2841e+00	2.9391e+00	1.3202e+00	8.863462e-04	1.207721e-01	7.400399e-03	1.207721e-01	1.197701e-01	8.724123e-01	0	
2.1184e+00	1.2841e+00	1.9537e+00	1.0208e+00	1.401858e-02	7.358591e-01	7.400399e-03	7.358591e-01	1.894301e+00	6.442518e-01	1	
1.9537e+00	1.0208e+00	2.1984e+00	1.2503e+00	6.500038e-03	6.997964e-01	1.401858e-02	6.997964e-01	4.636729e-01	9.759630e-01	0	
1.9537e+00	1.0208e+00	2.1469e+00	1.3682e+00	6.229248e-03	6.070886e-01	1.401858e-02	6.070886e-01	4.443564e-01	8.393192e-01	0	
1.9537e+00	1.0208e+00	1.6982e+00	1.2559e+00	1.710261e-02	6.825448e-01	1.401858e-02	6.825448e-01	1.219996e+00	9.520175e-01	1	
1.6982e+00	1.2559e+00	1.6635e+00	7.0659e-01	3.108416e-02	3.859709e-01	1.710261e-02	3.859709e-01	1.817509e+00	2.952502e-01	1	
1.6635e+00	7.0659e-01	1.4497e+00	5.7383e-01	4.720252e-02	8.161251e-01	3.108416e-02	8.161251e-01	1.518539e+00	1.479450e-01	1	
1.4497e+00	5.7383e-01	1.2014e+00	7.7004e-01	5.749920e-02	7.273712e-01	4.720252e-02	7.273712e-01	1.218138e+00	3.849266e-01	1	
1.2014e+00	7.7004e-01	1.0804e+00	6.7368e-01	7.076290e-02	9.230804e-01	5.749920e-02	9.230804e-01	1.230676e+00	8.367439e-02	1	
1.0804e+00	6.7368e-01	1.7305e-02	7.1196e-01	1.235057e-01	2.896662e-02	7.076290e-02	2.896662e-02	1.745346e+00	5.137588e-02	1	
1.7305e-02	7.1196e-01	-2.5596e-01	1.0370e+00	8.996220e-02	5.661420e-01	1.235057e-01	5.661420e-01	7.284052e-01	6.758501e-01	1	
